DATE,TICKER,EXECUTION,CLOSE_AJUSTE,CLOSE_REEL,VAL_120,S_120,ECART_S,TAUX_120,TAUX_20,SOUS_BAS,AU_DESSUS,SEUIL_4_FRANCHI,ACHETABLE_SANS_VETO,ACHETABLE_AVEC_VETO,SIGNAL
2023-04-06,SAF.PA,2023-04-11,130.7767,130.7767,133.2184,2.7782,-0.8789,0.2004,0.281,non,non,non,non,non,dans la bande
2023-04-06,AIR.PA,2023-04-11,117.4217,117.4217,115.0395,2.8461,0.837,0.1136,0.276,non,non,non,non,non,dans la bande
2023-04-06,PUB.PA,2023-04-11,61.1504,61.1504,64.333,3.0455,-1.045,0.2391,-0.1123,oui,non,non,oui,non,candidate à l'achat
2023-04-06,SGO.PA,2023-04-11,43.7046,43.7046,50.3167,2.4187,-2.7337,0.2449,-0.3081,oui,non,oui,oui,non,candidate à l'achat
2023-04-06,MC.PA,2023-04-11,769.6961,769.6961,790.0701,22.813,-0.8931,0.2269,0.3891,non,non,non,non,non,dans la bande
2023-04-06,CAP.PA,2023-04-11,155.1644,155.1644,159.495,7.5949,-0.5702,0.0264,-0.0726,non,non,non,non,non,dans la bande
2023-04-14,ENGI.PA,2023-04-17,10.9636,10.9636,10.1357,0.4583,1.8066,0.022,0.7055,non,oui,non,non,non,au-dessus du bord haut
2023-04-14,AC.PA,2023-04-17,27.5928,27.5928,28.0185,1.3338,-0.3191,0.2491,0.3257,non,non,non,non,non,dans la bande
2023-04-14,EN.PA,2023-04-17,26.2958,26.2958,25.9927,0.6767,0.4479,0.0883,0.0904,non,non,non,non,non,dans la bande
2023-04-14,TTE.PA,2023-04-17,49.3661,49.3661,48.0587,1.6246,0.8047,0.0245,0.6477,non,non,non,non,non,dans la bande
2023-04-14,SAF.PA,2023-04-17,131.2368,131.2368,133.8358,2.7941,-0.9302,0.1948,0.2566,non,non,non,non,non,dans la bande
2023-04-14,AIR.PA,2023-04-17,117.5148,117.5148,115.4042,2.6554,0.7948,0.107,0.4058,non,non,non,non,non,dans la bande
2023-04-14,PUB.PA,2023-04-17,62.7731,62.7731,64.5772,3.0808,-0.5856,0.2322,0.0882,non,non,non,non,non,dans la bande
2023-04-14,SGO.PA,2023-04-17,45.9589,45.9589,49.9386,2.5475,-1.5622,0.2168,-0.1393,oui,non,oui,oui,non,candidate à l'achat
2023-04-14,MC.PA,2023-04-17,828.8321,828.8321,796.3928,22.9803,1.4116,0.2229,0.4676,non,oui,non,non,non,au-dessus du bord haut
2023-04-14,CAP.PA,2023-04-17,153.8869,153.8869,158.9611,7.6192,-0.666,0.0203,0.0765,non,non,non,non,non,dans la bande
2023-04-21,ENGI.PA,2023-04-24,11.2486,11.2486,10.2829,0.4946,1.9527,0.0351,0.6491,non,oui,non,non,non,au-dessus du bord haut
2023-04-21,AC.PA,2023-04-24,27.8591,27.8591,28.315,1.333,-0.342,0.2474,0.5875,non,non,non,non,non,dans la bande
2023-04-21,EN.PA,2023-04-24,26.4997,26.4997,26.2034,0.6878,0.4307,0.0929,0.4148,non,non,non,non,non,dans la bande
2023-04-21,TTE.PA,2023-04-24,48.5086,48.5086,48.0146,1.5221,0.3245,0.0158,0.6202,non,non,non,non,non,dans la bande
2023-04-21,SAF.PA,2023-04-24,136.5668,136.5668,135.3598,2.7863,0.4332,0.1979,0.3039,non,non,non,non,non,dans la bande
2023-04-21,AIR.PA,2023-04-24,118.4826,118.4826,116.5142,2.7096,0.7265,0.1117,0.4538,non,non,non,non,non,dans la bande
2023-04-21,PUB.PA,2023-04-24,64.652,64.652,65.186,3.0785,-0.1735,0.2273,0.4738,non,non,non,non,non,dans la bande
2023-04-21,SGO.PA,2023-04-24,45.7094,45.7094,49.5658,2.6344,-1.4638,0.1869,0.0357,oui,non,oui,oui,oui,candidate à l'achat
2023-04-21,MC.PA,2023-04-24,836.5375,836.5375,806.7433,23.2152,1.2834,0.2225,0.5421,non,oui,non,non,non,au-dessus du bord haut
2023-04-21,CAP.PA,2023-04-24,147.6822,147.6822,157.4811,7.8519,-1.248,0.0073,-0.0983,oui,non,non,oui,non,candidate à l'achat
2023-04-28,ENGI.PA,2023-05-02,11.6068,11.6068,10.4474,0.5292,2.191,0.0516,0.3559,non,oui,non,non,non,au-dessus du bord haut
2023-04-28,AC.PA,2023-05-02,28.5161,28.5161,28.5664,1.3359,-0.0377,0.2428,0.4182,non,non,non,non,non,dans la bande
2023-04-28,EN.PA,2023-05-02,27.0704,27.0704,26.4156,0.6821,0.9599,0.0994,0.3407,non,non,non,non,non,dans la bande
2023-04-28,TTE.PA,2023-05-02,48.7103,48.7103,48.0562,1.5103,0.4331,0.0136,0.1843,non,non,non,non,non,dans la bande
2023-04-28,SAF.PA,2023-05-02,135.1097,135.1097,136.4847,2.7957,-0.4918,0.196,0.2713,non,non,non,non,non,dans la bande
2023-04-28,AIR.PA,2023-05-02,119.9994,119.9994,117.6685,2.654,0.8782,0.12,0.1969,non,non,non,non,non,dans la bande
2023-04-28,PUB.PA,2023-05-02,63.3026,63.3026,65.5253,3.0927,-0.7187,0.2178,0.3175,non,non,non,non,non,dans la bande
2023-04-28,SGO.PA,2023-05-02,46.7074,46.7074,49.058,2.6647,-0.8821,0.153,-0.0002,non,non,oui,non,non,dans la bande
2023-04-28,MC.PA,2023-05-02,814.9183,814.9183,814.7818,22.8352,0.006,0.2164,0.4046,non,non,non,non,non,dans la bande
2023-04-28,CAP.PA,2023-05-02,150.4652,150.4652,155.259,7.7652,-0.6173,-0.0168,-0.3385,non,non,non,non,non,dans la bande
2023-05-05,ENGI.PA,2023-05-08,11.6372,11.6372,10.6311,0.5588,1.8006,0.0734,0.3306,non,oui,non,non,non,au-dessus du bord haut
2023-05-05,AC.PA,2023-05-08,28.5605,28.5605,28.8059,1.3303,-0.1845,0.2428,0.3461,non,non,non,non,non,dans la bande
2023-05-05,EN.PA,2023-05-08,27.2754,27.2754,26.6622,0.6452,0.9504,0.1105,0.2894,non,non,non,non,non,dans la bande
2023-05-05,TTE.PA,2023-05-08,47.1887,47.1887,47.7542,1.5106,-0.3744,0.0024,-0.257,non,non,non,non,non,dans la bande
2023-05-05,SAF.PA,2023-05-08,132.0038,132.0038,136.7756,2.8665,-1.6647,0.1869,0.1027,oui,non,non,oui,oui,candidate à l'achat
2023-05-05,AIR.PA,2023-05-08,115.3368,115.3368,118.2208,2.6143,-1.1031,0.1223,-0.0075,oui,non,non,oui,non,candidate à l'achat
2023-05-05,PUB.PA,2023-05-08,60.1426,60.1426,65.5375,3.2021,-1.6848,0.2101,-0.0359,oui,non,non,oui,non,candidate à l'achat
2023-05-05,SGO.PA,2023-05-08,46.4223,46.4223,48.79,2.7044,-0.8755,0.1346,0.1559,non,non,oui,non,non,dans la bande
2023-05-05,MC.PA,2023-05-08,820.4384,820.4384,821.1685,22.6513,-0.0322,0.2152,0.2461,non,non,non,non,non,dans la bande
2023-05-05,CAP.PA,2023-05-08,152.792,152.792,154.7014,7.7244,-0.2472,-0.0192,-0.2043,non,non,non,non,non,dans la bande
2023-05-12,ENGI.PA,2023-05-15,11.8882,11.8882,10.9115,0.5739,1.7019,0.1098,0.415,non,oui,non,non,non,au-dessus du bord haut
2023-05-12,AC.PA,2023-05-15,27.7526,27.7526,29.0542,1.3335,-0.976,0.2385,0.1339,non,non,non,non,non,dans la bande
2023-05-12,EN.PA,2023-05-15,27.2754,27.2754,26.9841,0.6225,0.468,0.122,0.2169,non,non,non,non,non,dans la bande
2023-05-12,TTE.PA,2023-05-15,46.8776,46.8776,47.4711,1.4813,-0.4007,-0.0083,-0.3707,non,non,non,non,non,dans la bande
2023-05-12,SAF.PA,2023-05-15,134.2086,134.2086,137.0786,2.9645,-0.9681,0.1757,-0.1096,non,non,non,non,non,dans la bande
2023-05-12,AIR.PA,2023-05-15,115.9032,115.9032,118.6241,2.5942,-1.0489,0.1225,-0.2332,oui,non,non,oui,non,candidate à l'achat
2023-05-12,PUB.PA,2023-05-15,59.5789,59.5789,65.3096,3.3973,-1.6868,0.1945,-0.5466,oui,non,non,oui,non,candidate à l'achat
2023-05-12,SGO.PA,2023-05-15,47.6786,47.6786,48.5913,2.6659,-0.3424,0.1142,0.1703,non,non,oui,non,non,dans la bande
2023-05-12,MC.PA,2023-05-15,828.3911,828.3911,829.5192,22.6066,-0.0499,0.2149,-0.0033,non,non,non,non,non,dans la bande
2023-05-12,CAP.PA,2023-05-15,149.0509,149.0509,154.0282,7.7382,-0.6432,-0.0199,-0.0334,non,non,non,non,non,dans la bande
2023-05-19,ENGI.PA,2023-05-22,11.5908,11.5908,11.1705,0.5543,0.7583,0.1431,0.286,non,non,non,non,non,dans la bande
2023-05-19,AC.PA,2023-05-22,28.8535,28.8535,29.2201,1.3433,-0.2729,0.2289,0.1105,non,non,non,non,non,dans la bande
2023-05-19,EN.PA,2023-05-22,26.7318,26.7318,27.1376,0.612,-0.6631,0.1246,0.0642,non,non,non,non,non,dans la bande
2023-05-19,TTE.PA,2023-05-22,47.1803,47.1803,47.231,1.4612,-0.0347,-0.0168,-0.2361,non,non,non,non,non,dans la bande
2023-05-19,SAF.PA,2023-05-22,137.2187,137.2187,137.9655,2.9791,-0.2507,0.172,0.0405,non,non,non,non,non,dans la bande
2023-05-19,AIR.PA,2023-05-22,121.9815,121.9815,119.6261,2.5426,0.9263,0.1273,0.0378,non,non,non,non,non,dans la bande
2023-05-19,PUB.PA,2023-05-22,61.1504,61.1504,65.1909,3.5328,-1.1437,0.183,-0.4219,oui,non,non,oui,non,candidate à l'achat
2023-05-19,SGO.PA,2023-05-22,49.3626,49.3626,48.5308,2.6087,0.3189,0.0986,0.3893,non,non,non,non,non,dans la bande
2023-05-19,MC.PA,2023-05-22,818.0058,818.0058,835.0964,22.7985,-0.7496,0.209,-0.0579,non,non,non,non,non,dans la bande
2023-05-19,CAP.PA,2023-05-22,149.7352,149.7352,153.3445,7.7491,-0.4658,-0.0201,-0.0246,non,non,non,non,non,dans la bande
2023-05-26,ENGI.PA,2023-05-29,11.1111,11.1111,11.3569,0.5026,-0.489,0.1673,-0.148,non,non,non,non,non,dans la bande
2023-05-26,AC.PA,2023-05-29,28.6988,28.6988,29.4006,1.3505,-0.5197,0.2209,0.0599,non,non,non,non,non,dans la bande
2023-05-26,EN.PA,2023-05-29,26.0932,26.0932,27.1951,0.6244,-1.7647,0.1223,-0.2352,oui,non,non,oui,non,candidate à l'achat
2023-05-26,TTE.PA,2023-05-29,46.8776,46.8776,47.1502,1.4611,-0.1866,-0.0188,0.0274,non,non,non,non,non,dans la bande
2023-05-26,SAF.PA,2023-05-29,133.3075,133.3075,138.1414,3.1668,-1.5265,0.1612,0.0591,oui,non,non,oui,oui,candidate à l'achat
2023-05-26,AIR.PA,2023-05-29,118.6214,118.6214,120.0386,2.568,-0.5519,0.1225,0.1443,non,non,non,non,non,dans la bande
2023-05-26,PUB.PA,2023-05-29,59.9376,59.9376,64.9977,3.6643,-1.3809,0.1686,-0.0869,oui,non,non,oui,non,candidate à l'achat
2023-05-26,SGO.PA,2023-05-29,47.7766,47.7766,48.3966,2.5068,-0.2473,0.0806,0.3056,non,non,oui,non,non,dans la bande
2023-05-26,MC.PA,2023-05-29,789.1889,789.1889,835.062,25.2704,-1.8153,0.1963,-0.2512,oui,non,non,oui,non,candidate à l'achat
2023-05-26,CAP.PA,2023-05-29,143.2567,143.2567,152.1655,7.8846,-1.1299,-0.0268,-0.2215,oui,non,oui,oui,non,candidate à l'achat
2023-06-02,ENGI.PA,2023-06-05,11.2774,11.2774,11.5143,0.4361,-0.5433,0.1872,-0.3548,non,non,non,non,non,dans la bande
2023-06-02,AC.PA,2023-06-05,29.0657,29.0657,29.5387,1.3587,-0.3481,0.2112,0.0633,non,non,non,non,non,dans la bande
2023-06-02,EN.PA,2023-06-05,26.2572,26.2572,27.1935,0.6605,-1.4176,0.1158,-0.3489,oui,non,non,oui,non,candidate à l'achat
2023-06-02,TTE.PA,2023-06-05,46.39,46.39,46.7318,1.445,-0.2366,-0.0322,-0.121,non,non,non,non,non,dans la bande
2023-06-02,SAF.PA,2023-06-05,134.5938,134.5938,138.0285,3.2832,-1.0461,0.1468,-0.0301,oui,non,non,oui,non,candidate à l'achat
2023-06-02,AIR.PA,2023-06-05,121.1698,121.1698,120.2832,2.6005,0.3409,0.1159,0.1626,non,non,non,non,non,dans la bande
2023-06-02,PUB.PA,2023-06-05,60.4671,60.4671,64.5366,3.7866,-1.0747,0.1455,0.0263,oui,non,non,oui,oui,candidate à l'achat
2023-06-02,SGO.PA,2023-06-05,48.7122,48.7122,48.1368,2.4214,0.2376,0.0611,0.0428,non,non,non,non,non,dans la bande
2023-06-02,MC.PA,2023-06-05,777.4002,777.4002,831.7368,28.435,-1.9109,0.1777,-0.4778,oui,non,non,oui,non,candidate à l'achat
2023-06-02,CAP.PA,2023-06-05,156.2442,156.2442,151.5064,7.9815,0.5936,-0.0315,0.0506,non,non,non,non,non,dans la bande
2023-06-09,ENGI.PA,2023-06-12,11.3765,11.3765,11.6583,0.3772,-0.7471,0.2026,-0.2403,non,non,non,non,non,dans la bande
2023-06-09,AC.PA,2023-06-12,29.992,29.992,29.6601,1.33,0.2496,0.1968,0.204,non,non,non,non,non,dans la bande
2023-06-09,EN.PA,2023-06-12,26.1709,26.1709,27.1188,0.6826,-1.3887,0.1028,-0.1429,oui,non,non,oui,non,candidate à l'achat
2023-06-09,TTE.PA,2023-06-12,46.1966,46.1966,46.39,1.3774,-0.1404,-0.0435,-0.1482,non,non,non,non,non,dans la bande
2023-06-09,SAF.PA,2023-06-12,132.2706,132.2706,137.5367,3.3579,-1.5683,0.1285,-0.2025,oui,non,non,oui,non,candidate à l'achat
2023-06-09,AIR.PA,2023-06-12,121.2075,121.2075,120.7254,2.5764,0.1871,0.1118,0.0163,non,non,non,non,non,dans la bande
2023-06-09,PUB.PA,2023-06-12,61.287,61.287,64.1961,3.7833,-0.7689,0.1236,0.1098,non,non,non,non,non,dans la bande
2023-06-09,SGO.PA,2023-06-12,49.7369,49.7369,48.128,2.2565,0.713,0.0472,0.1409,non,non,non,non,non,dans la bande
2023-06-09,MC.PA,2023-06-12,767.202,767.202,825.1476,30.9689,-1.8711,0.1522,-0.4593,oui,non,non,oui,non,candidate à l'achat
2023-06-09,CAP.PA,2023-06-12,156.8964,156.8964,151.6105,7.8517,0.6732,-0.0327,0.4258,non,non,non,non,non,dans la bande
2023-06-16,ENGI.PA,2023-06-19,11.4789,11.4789,11.7696,0.352,-0.826,0.2093,0.0286,non,non,non,non,non,dans la bande
2023-06-16,AC.PA,2023-06-19,30.3405,30.3405,29.8266,1.2349,0.4162,0.1802,0.3959,non,non,non,non,non,dans la bande
2023-06-16,EN.PA,2023-06-19,26.2744,26.2744,26.9735,0.6756,-1.0348,0.0847,-0.0435,oui,non,non,oui,non,candidate à l'achat
2023-06-16,TTE.PA,2023-06-19,45.2298,45.2298,46.0756,1.3764,-0.6144,-0.0504,-0.2191,non,non,non,non,non,dans la bande
2023-06-16,SAF.PA,2023-06-19,135.9684,135.9684,137.369,3.2145,-0.4357,0.1139,0.022,non,non,non,non,non,dans la bande
2023-06-16,AIR.PA,2023-06-19,123.8125,123.8125,121.4815,2.5724,0.9062,0.1109,0.2262,non,non,non,non,non,dans la bande
2023-06-16,PUB.PA,2023-06-19,63.2343,63.2343,63.9693,3.6443,-0.2017,0.1021,0.301,non,non,non,non,non,dans la bande
2023-06-16,SGO.PA,2023-06-19,51.9271,51.9271,48.4162,2.1423,1.6388,0.0405,0.5086,non,oui,non,non,non,au-dessus du bord haut
2023-06-16,MC.PA,2023-06-19,812.6728,812.6728,820.4457,29.0116,-0.2679,0.1261,0.0278,non,non,non,non,non,dans la bande
2023-06-16,CAP.PA,2023-06-19,166.6325,166.6325,152.0709,7.5984,1.9164,-0.0371,0.7815,non,oui,non,non,non,au-dessus du bord haut
2023-06-23,ENGI.PA,2023-06-26,11.2838,11.2838,11.8549,0.3414,-1.673,0.2112,0.0893,oui,non,non,oui,oui,candidate à l'achat
2023-06-23,AC.PA,2023-06-26,30.1112,30.1112,29.8359,1.0257,0.2685,0.1548,0.3767,non,non,non,non,non,dans la bande
2023-06-23,EN.PA,2023-06-26,25.541,25.541,26.7581,0.6474,-1.8801,0.0632,-0.0831,oui,non,non,oui,non,candidate à l'achat
2023-06-23,TTE.PA,2023-06-26,44.3763,44.3763,45.7922,1.3886,-1.0196,-0.0549,-0.1216,oui,non,oui,oui,non,candidate à l'achat
2023-06-23,SAF.PA,2023-06-26,135.0197,135.0197,137.3233,2.7961,-0.8238,0.0995,0.1882,non,non,non,non,non,dans la bande
2023-06-23,AIR.PA,2023-06-26,119.6219,119.6219,122.003,2.5662,-0.9279,0.1072,0.228,non,non,non,non,non,dans la bande
2023-06-23,PUB.PA,2023-06-26,60.6721,60.6721,63.4142,3.4294,-0.7996,0.0734,0.2334,non,non,non,non,non,dans la bande
2023-06-23,SGO.PA,2023-06-26,49.9494,49.9494,48.386,1.9115,0.8179,0.0263,0.4265,non,non,non,non,non,dans la bande
2023-06-23,MC.PA,2023-06-26,776.6518,776.6518,813.7019,25.6639,-1.4437,0.0971,0.1794,oui,non,non,oui,oui,candidate à l'achat
2023-06-23,CAP.PA,2023-06-26,157.7815,157.7815,152.0077,7.1514,0.8074,-0.0456,0.5315,non,non,non,non,non,dans la bande
2023-06-30,ENGI.PA,2023-07-03,12.1761,12.1761,11.9649,0.3398,0.6215,0.2126,0.2368,non,non,non,non,non,dans la bande
2023-06-30,AC.PA,2023-07-03,31.2027,31.2027,29.9588,0.903,1.3774,0.1399,0.2612,non,oui,non,non,non,au-dessus du bord haut
2023-06-30,EN.PA,2023-07-03,26.5419,26.5419,26.6808,0.6519,-0.2131,0.0533,-0.0086,non,non,non,non,non,dans la bande
2023-06-30,TTE.PA,2023-07-03,44.8026,44.8026,45.4234,1.3996,-0.4436,-0.0626,-0.2119,non,non,oui,non,non,dans la bande
2023-06-30,SAF.PA,2023-07-03,138.8725,138.8725,137.2435,2.4028,0.678,0.0867,0.2309,non,non,non,non,non,dans la bande
2023-06-30,AIR.PA,2023-07-03,124.9262,124.9262,122.7001,2.5751,0.8645,0.1078,0.1232,non,non,non,non,non,dans la bande
2023-06-30,PUB.PA,2023-07-03,62.7731,62.7731,63.0042,3.2042,-0.0721,0.0503,0.0719,non,non,non,non,non,dans la bande
2023-06-30,SGO.PA,2023-07-03,51.502,51.502,48.7458,1.9514,1.4124,0.0321,0.0942,non,oui,non,non,non,au-dessus du bord haut
2023-06-30,MC.PA,2023-07-03,807.4334,807.4334,810.9599,24.7736,-0.1424,0.0815,0.2269,non,non,non,non,non,dans la bande
2023-06-30,CAP.PA,2023-07-03,161.6946,161.6946,151.9512,6.9678,1.3983,-0.0501,0.0638,non,oui,non,non,non,au-dessus du bord haut
2023-07-07,ENGI.PA,2023-07-10,12.069,12.069,12.1236,0.3337,-0.1639,0.2181,0.4706,non,non,non,non,non,dans la bande
2023-07-07,AC.PA,2023-07-10,30.5882,30.5882,30.1871,0.8916,0.4499,0.1365,0.0955,non,non,non,non,non,dans la bande
2023-07-07,EN.PA,2023-07-10,25.3425,25.3425,26.5916,0.6718,-1.8593,0.0442,-0.0008,oui,non,non,oui,non,candidate à l'achat
2023-07-07,TTE.PA,2023-07-10,43.5664,43.5664,45.1905,1.4186,-1.1448,-0.0642,-0.1428,oui,non,oui,oui,non,candidate à l'achat
2023-07-07,SAF.PA,2023-07-10,130.5281,130.5281,136.8931,2.4379,-2.6109,0.0748,-0.0535,oui,non,non,oui,non,candidate à l'achat
2023-07-07,AIR.PA,2023-07-10,123.737,123.737,123.4427,2.5879,0.1137,0.108,0.0657,non,non,non,non,non,dans la bande
2023-07-07,PUB.PA,2023-07-10,62.2574,62.2574,62.6257,2.8991,-0.1271,0.0284,-0.0004,non,non,non,non,non,dans la bande
2023-07-07,SGO.PA,2023-07-10,49.6075,49.6075,49.124,1.9824,0.2439,0.0407,-0.1513,non,non,non,non,non,dans la bande
2023-07-07,MC.PA,2023-07-10,772.2544,772.2544,808.9424,25.3268,-1.4486,0.0717,-0.0379,oui,non,non,oui,non,candidate à l'achat
2023-07-07,CAP.PA,2023-07-10,157.8746,157.8746,152.3827,7.044,0.7797,-0.048,-0.1684,non,non,non,non,non,dans la bande
2023-07-14,ENGI.PA,2023-07-17,12.0034,12.0034,12.1866,0.3318,-0.5523,0.2075,0.3807,non,non,non,non,non,dans la bande
2023-07-14,AC.PA,2023-07-17,31.0743,31.0743,30.4992,0.9018,0.6377,0.1409,0.1751,non,non,non,non,non,dans la bande
2023-07-14,EN.PA,2023-07-17,26.3262,26.3262,26.4444,0.6594,-0.1793,0.0307,0.0141,non,non,non,non,non,dans la bande
2023-07-14,TTE.PA,2023-07-17,43.7198,43.7198,44.9279,1.429,-0.8454,-0.0669,-0.1133,non,non,oui,non,non,dans la bande
2023-07-14,SAF.PA,2023-07-17,132.6771,132.6771,136.6249,2.5336,-1.5582,0.0666,-0.2178,oui,non,non,oui,non,candidate à l'achat
2023-07-14,AIR.PA,2023-07-17,125.5492,125.5492,124.5147,2.5688,0.4027,0.1139,0.1698,non,non,non,non,non,dans la bande
2023-07-14,PUB.PA,2023-07-17,64.3202,64.3202,62.2388,2.4288,0.857,0.0061,0.1641,non,non,non,non,non,dans la bande
2023-07-14,SGO.PA,2023-07-17,53.3317,53.3317,49.826,2.0802,1.6853,0.0579,0.2442,non,oui,non,non,non,au-dessus du bord haut
2023-07-14,MC.PA,2023-07-17,834.8469,834.8469,810.3043,25.4499,0.9643,0.0675,0.1393,non,non,non,non,non,dans la bande
2023-07-14,CAP.PA,2023-07-17,164.2567,164.2567,153.2886,7.2705,1.5086,-0.04,0.0111,non,oui,non,non,non,au-dessus du bord haut
2023-07-21,ENGI.PA,2023-07-24,12.3632,12.3632,12.2724,0.3329,0.2727,0.2016,0.1831,non,non,non,non,non,dans la bande
2023-07-21,AC.PA,2023-07-24,31.1477,31.1477,30.8155,0.8993,0.3693,0.1469,0.1046,non,non,non,non,non,dans la bande
2023-07-21,EN.PA,2023-07-24,27.3185,27.3185,26.4824,0.6416,1.3032,0.0268,0.2029,non,oui,non,non,non,au-dessus du bord haut
2023-07-21,TTE.PA,2023-07-24,46.0303,46.0303,44.7208,1.4379,0.9107,-0.0693,0.0116,non,non,non,non,non,dans la bande
2023-07-21,SAF.PA,2023-07-24,137.1881,137.1881,136.7552,2.5751,0.1681,0.0633,-0.069,non,non,non,non,non,dans la bande
2023-07-21,AIR.PA,2023-07-24,126.9461,126.9461,125.5086,2.5364,0.5667,0.1172,0.2162,non,non,non,non,non,dans la bande
2023-07-21,PUB.PA,2023-07-24,63.2888,63.2888,61.9941,1.9719,0.6566,-0.0109,0.1676,non,non,non,non,non,dans la bande
2023-07-21,SGO.PA,2023-07-24,53.9324,53.9324,50.634,2.1818,1.5118,0.0766,0.4102,non,oui,non,non,non,au-dessus du bord haut
2023-07-21,MC.PA,2023-07-24,812.0179,812.0179,810.8542,25.4638,0.0457,0.063,0.1389,non,non,non,non,non,dans la bande
2023-07-21,CAP.PA,2023-07-24,162.3001,162.3001,154.4452,7.5424,1.0414,-0.0304,0.19,non,oui,non,non,non,au-dessus du bord haut
2023-07-28,ENGI.PA,2023-07-31,11.989,11.989,12.3443,0.3299,-1.0771,0.1928,0.0395,oui,non,non,oui,oui,candidate à l'achat
2023-07-28,AC.PA,2023-07-31,31.2302,31.2302,31.1342,0.8501,0.1129,0.1558,0.0206,non,non,non,non,non,dans la bande
2023-07-28,EN.PA,2023-07-31,28.656,28.656,26.6537,0.6733,2.9739,0.0303,0.4823,non,oui,non,non,non,au-dessus du bord haut
2023-07-28,TTE.PA,2023-07-31,46.414,46.414,44.6668,1.4136,1.2359,-0.0708,0.2361,non,oui,non,non,non,au-dessus du bord haut
2023-07-28,SAF.PA,2023-07-31,145.6486,145.6486,137.8203,2.7439,2.853,0.0682,0.3677,non,oui,non,non,non,au-dessus du bord haut
2023-07-28,AIR.PA,2023-07-31,125.9267,125.9267,126.0476,2.5041,-0.0483,0.1133,0.0902,non,non,non,non,non,dans la bande
2023-07-28,PUB.PA,2023-07-31,65.4405,65.4405,62.1528,1.9345,1.6995,-0.0097,0.1111,non,oui,non,non,non,au-dessus du bord haut
2023-07-28,SGO.PA,2023-07-31,56.7973,56.7973,51.7297,2.2721,2.2303,0.1045,0.5687,non,oui,non,non,non,au-dessus du bord haut
2023-07-28,MC.PA,2023-07-31,787.037,787.037,809.1191,26.0527,-0.8476,0.0562,-0.005,non,non,non,non,non,dans la bande
2023-07-28,CAP.PA,2023-07-31,155.592,155.592,156.0501,7.3641,-0.0622,-0.0098,0.0433,non,non,non,non,non,dans la bande
2023-08-04,ENGI.PA,2023-08-07,11.5444,11.5444,12.3148,0.3492,-2.2059,0.1733,-0.1098,oui,non,non,oui,non,candidate à l'achat
2023-08-04,AC.PA,2023-08-07,30.1388,30.1388,31.3304,0.8394,-1.4196,0.1573,-0.1037,oui,non,non,oui,non,candidate à l'achat
2023-08-04,EN.PA,2023-08-07,27.9053,27.9053,26.8218,0.6974,1.5536,0.0332,0.5201,non,oui,non,non,non,au-dessus du bord haut
2023-08-04,TTE.PA,2023-08-07,47.3774,47.3774,44.8198,1.4483,1.7659,-0.0622,0.364,non,oui,non,non,non,au-dessus du bord haut
2023-08-04,SAF.PA,2023-08-07,141.5829,141.5829,138.7653,2.8602,0.9851,0.0708,0.488,non,non,non,non,non,dans la bande
2023-08-04,AIR.PA,2023-08-07,123.4538,123.4538,126.0349,2.3793,-1.0848,0.1019,-0.0773,oui,non,non,oui,non,candidate à l'achat
2023-08-04,PUB.PA,2023-08-07,65.6894,65.6894,62.7414,2.0332,1.4499,0.0038,0.1918,non,oui,non,non,non,au-dessus du bord haut
2023-08-04,SGO.PA,2023-08-07,56.6586,56.6586,52.8213,2.426,1.5817,0.1269,0.5227,non,oui,non,non,non,au-dessus du bord haut
2023-08-04,MC.PA,2023-08-07,763.4596,763.4596,804.0125,27.1014,-1.4963,0.0431,-0.2974,oui,non,non,oui,non,candidate à l'achat
2023-08-04,CAP.PA,2023-08-07,151.2131,151.2131,156.6049,7.0006,-0.7702,0.0025,-0.3002,non,non,non,non,non,dans la bande
2023-08-11,ENGI.PA,2023-08-14,11.5892,11.5892,12.2729,0.3727,-1.8342,0.1552,-0.3352,oui,non,non,oui,non,candidate à l'achat
2023-08-11,AC.PA,2023-08-14,30.6157,30.6157,31.5002,0.832,-1.0631,0.1575,-0.117,oui,non,non,oui,non,candidate à l'achat
2023-08-11,EN.PA,2023-08-14,27.4393,27.4393,26.9949,0.7152,0.6214,0.039,0.1844,non,non,non,non,non,dans la bande
2023-08-11,TTE.PA,2023-08-14,48.7415,48.7415,45.3182,1.5747,2.1739,-0.0427,0.4674,non,oui,non,non,non,au-dessus du bord haut
2023-08-11,SAF.PA,2023-08-14,142.4541,142.4541,139.977,2.9285,0.8459,0.0784,0.3472,non,non,non,non,non,dans la bande
2023-08-11,AIR.PA,2023-08-14,123.3972,123.3972,126.4615,2.3275,-1.3166,0.1021,-0.1643,oui,non,non,oui,non,candidate à l'achat
2023-08-11,PUB.PA,2023-08-14,64.9248,64.9248,63.3139,2.0357,0.7913,0.0182,0.138,non,non,non,non,non,dans la bande
2023-08-11,SGO.PA,2023-08-14,56.3722,56.3722,53.8765,2.4392,1.0231,0.1498,0.3502,non,oui,non,non,non,au-dessus du bord haut
2023-08-11,MC.PA,2023-08-14,767.5764,767.5764,798.7646,28.1399,-1.1083,0.0313,-0.3287,oui,non,non,oui,non,candidate à l'achat
2023-08-11,CAP.PA,2023-08-14,151.7721,151.7721,156.9628,6.4044,-0.8105,0.0148,-0.5471,non,non,non,non,non,dans la bande
